"Track URI","Track Name","Artist URI(s)","Artist Name(s)","Album URI","Album Name","Album Artist URI(s)","Album Artist Name(s)","Album Release Date","Album Image URL","Disc Number","Track Number","Track Duration (ms)","Track Preview URL","Explicit","Popularity","Added By","Added At","Artist Genres","Danceability","Energy","Key","Loudness","Mode","Speechiness","Acousticness","Instrumentalness","Liveness","Valence","Tempo","Time Signature","Album Genres","Label","Copyrights"
"spotify:track:3FJUlsFCiwRbn5xjiFIsOI","Ardaas","spotify:artist:43H2bU3Tpcw29Ndd0J5P7B","Hardeep Grewal","spotify:album:43cgtiD0Mmv0v9Nf4JOBgu","Ardaas","spotify:artist:43H2bU3Tpcw29Ndd0J5P7B","Hardeep Grewal","2018-09-24","https://i.scdn.co/image/ab67616d0000b2739996e6352b177bff17977ae8","1","1","278882","https://p.scdn.co/mp3-preview/ff4b70f8897fda4cfe0af4abf45198a9c5df7586?cid=9950ac751e34487dbbe027c4fd7f8e99","false","37","spotify:user:31x7qx7oop27jv7dwdojtshrcfqu","2021-12-16T16:27:18Z","punjabi pop","0.344","0.683","10","-5.768","0","0.0496","0.738","0","0.213","0.604","83.506","4","","Hardeep Grewal Music","C 2018 Hardeep Grewal Music, P 2018 Hardeep Grewal Music"
"spotify:track:2hWIib7KA4PeSn8JY2ZK6b","Nanak Aadh Jugaadh Jiyo","spotify:artist:2FKWNmZWDBZR4dE5KX4plR","Diljit Dosanjh","spotify:album:0CrTRnrgh2h4WHL1Y2yy5Q","Nanak Aadh Jugaadh Jiyo","spotify:artist:2FKWNmZWDBZR4dE5KX4plR","Diljit Dosanjh","2019-11-10","https://i.scdn.co/image/ab67616d0000b273650932aa48eb2a6174be70df","1","1","279207","https://p.scdn.co/mp3-preview/67645fc35e0a46cb70f8775a183efdf9ad907a06?cid=9950ac751e34487dbbe027c4fd7f8e99","false","47","spotify:user:31x7qx7oop27jv7dwdojtshrcfqu","2021-12-16T16:27:18Z","desi pop,filmi,modern bollywood,punjabi pop","0.633","0.721","9","-4.648","0","0.0411","0.687","0","0.099","0.592","143.893","4","","Rhythm Boyz","C 2019 Rhythm Boyz, P 2019 Rhythm Boyz"
"spotify:track:4twL6khW8atNygs4mc4BUy","Aar Nanak Paar Nanak","spotify:artist:2FKWNmZWDBZR4dE5KX4plR","Diljit Dosanjh","spotify:album:2qzkkYNHicZHj8CDUs8Esy","Aar Nanak Paar Nanak","spotify:artist:2FKWNmZWDBZR4dE5KX4plR","Diljit Dosanjh","2018-11-19","https://i.scdn.co/image/ab67616d0000b273d1c91bb4b1a741bd2b28172e","1","1","278785","https://p.scdn.co/mp3-preview/631b22cfe6965183fd7cd1388c77f495e6ae1520?cid=9950ac751e34487dbbe027c4fd7f8e99","false","52","spotify:user:31x7qx7oop27jv7dwdojtshrcfqu","2021-12-16T16:27:18Z","desi pop,filmi,modern bollywood,punjabi pop","0.544","0.673","2","-5.688","0","0.046","0.769","0.0000157","0.101","0.389","139.803","4","","White Hill Music","C White Hill Music, P White Hill Music"
"spotify:track:1rczFUtUbMg6CMVzybUM1g","Satnam Waheguru","spotify:artist:4F5ZNBJDep3GTrMip2tpI4","Prabh Gill","spotify:album:08tMOrWo7WUn7m0XHRRYMc","Satnam Waheguru","spotify:artist:4F5ZNBJDep3GTrMip2tpI4","Prabh Gill","2019-01-20","https://i.scdn.co/image/ab67616d0000b273b74d40d62163bb0df2200b3a","1","1","260785","https://p.scdn.co/mp3-preview/2df45697a2f2a93cf3b2e0b549a07181ea000544?cid=9950ac751e34487dbbe027c4fd7f8e99","false","40","spotify:user:31x7qx7oop27jv7dwdojtshrcfqu","2021-12-16T16:27:18Z","desi pop,punjabi pop","0.443","0.622","3","-6.987","1","0.0449","0.702","0","0.178","0.379","134.225","4","","Prabh Gill Music","C 2018 Prabh Gill Music, P 2018 Prabh Gill Music"
"spotify:track:0G0dwWoTlxkzTsWLQvpRYG","Ardaas Karaan","spotify:artist:3eDT9fwXKuHWFvgZaaYC5v","Sunidhi Chauhan","spotify:album:5SwJMdUzhlnRsCXKL1m2rq","Ardaas Karaan","spotify:artist:5kvGYraWFlXs2Jbt1Kphn8, spotify:artist:4vGVzTMuXsO1vb5YA8vKEr","Gippy Grewal, Jatinder Shah","2019-08-10","https://i.scdn.co/image/ab67616d0000b273233f80cc6ebc464ee1fb0a21","1","5","306571","https://p.scdn.co/mp3-preview/7bd5a70d1a4a235a36ecf5b97702c25d44febec8?cid=9950ac751e34487dbbe027c4fd7f8e99","false","39","spotify:user:31x7qx7oop27jv7dwdojtshrcfqu","2021-12-16T16:27:18Z","desi pop,filmi,modern bollywood,sufi","0.637","0.575","10","-6.844","0","0.049","0.515","0","0.107","0.386","119.465","4","","Saga Music","C 2019 Saga Music, P 2019 Saga Music"
"spotify:track:3HoaXLOLRDHWWBRi8FUtXH","Nirbhau Nirvair","spotify:artist:43H2bU3Tpcw29Ndd0J5P7B","Hardeep Grewal","spotify:album:7HaEV1fCQ19CnAQ8twtJG3","Nirbhau Nirvair","spotify:artist:43H2bU3Tpcw29Ndd0J5P7B","Hardeep Grewal","2021-02-03","https://i.scdn.co/image/ab67616d0000b2733495c6bbd56042e5119b80f8","1","1","246593","https://p.scdn.co/mp3-preview/44d30f4e8345007d97ee0dcdeaeb36070c502d61?cid=9950ac751e34487dbbe027c4fd7f8e99","false","21","spotify:user:31x7qx7oop27jv7dwdojtshrcfqu","2021-12-16T16:27:18Z","punjabi pop","0.77","0.544","2","-6.305","0","0.0473","0.337","0","0.122","0.627","91.02","4","","Hardeep Grewal Music","C 2021 Hardeep Grewal Music, P 2021 Hardeep Grewal Music"
"spotify:track:2ANLVRKX1yKrYODxZH5EBX","Dhan Guru Nanak","spotify:artist:2FKWNmZWDBZR4dE5KX4plR","Diljit Dosanjh","spotify:album:04HkWmXIM1ZorFIs3BucsR","Dhan Guru Nanak","spotify:artist:2FKWNmZWDBZR4dE5KX4plR","Diljit Dosanjh","2016-11-12","https://i.scdn.co/image/ab67616d0000b273a7346cd520c8f09f33003534","1","1","212321","https://p.scdn.co/mp3-preview/fd86ab58ca4547bdfe571c75562822e03214080c?cid=9950ac751e34487dbbe027c4fd7f8e99","false","48","spotify:user:31x7qx7oop27jv7dwdojtshrcfqu","2021-12-16T16:27:28Z","desi pop,filmi,modern bollywood,punjabi pop","0.644","0.866","1","-2.978","0","0.063","0.419","0","0.0873","0.376","81.988","4","","Ishtar-White Hill Music","C 2016 Ishtar Music Pvt. Ltd., P 2016 Ishtar Music Pvt. Ltd."
"spotify:track:5wG5aCr45RKzhJqnjv0y2g","Satnam Waheguru","spotify:artist:1lBAZIMG2ZtBRcwymxg4zz","Bhai Balpreet Singh Ji Ludhiana Wale","spotify:album:41m2GyPVewofg0Jsqv5XGg","Satnam Waheguru","spotify:artist:1lBAZIMG2ZtBRcwymxg4zz","Bhai Balpreet Singh Ji Ludhiana Wale","2014-07-30","https://i.scdn.co/image/ab67616d0000b273070dfcc1e783b14a27e0a683","1","1","981573","https://p.scdn.co/mp3-preview/056e5e8bd9fcab2b4a5780faa57a27b4d42a9688?cid=9950ac751e34487dbbe027c4fd7f8e99","false","18","spotify:user:31x7qx7oop27jv7dwdojtshrcfqu","2021-12-16T16:27:28Z","","0.68","0.739","3","-5.165","0","0.0475","0.198","0","0.0883","0.746","134.126","4","","Amritt Saagar","C 2013 Amritt Saagar, P 2013 Balbir Singh Bhatia"
"spotify:track:6HpCs20KashxnVUwosVQIn","Sai Ve","spotify:artist:4rgw8A5vcYinpZLDKHrEdV","Satinder Sartaaj","spotify:album:0VUrwBn8uYyR7tM8tLDOto","Sartaaj","spotify:artist:4rgw8A5vcYinpZLDKHrEdV","Satinder Sartaaj","2009-02-25","https://i.scdn.co/image/ab67616d0000b2739d2222e3059f61341a3b9866","1","10","517120","https://p.scdn.co/mp3-preview/7327984f79d0efc63261d6e3997b215aa4c087d2?cid=9950ac751e34487dbbe027c4fd7f8e99","false","30","spotify:user:31x7qx7oop27jv7dwdojtshrcfqu","2021-12-16T16:27:28Z","desi pop,punjabi pop,sufi","0.599","0.556","6","-5.143","1","0.0583","0.747","0","0.18","0.304","127.997","4","","Times Music","C (C) 2018 Times Music / Speed Records"
"spotify:track:5LcHAzzcsQoMRlKhwopMAP","Ek Onkar","spotify:artist:5wQDQFm7Ku8WWGi5xqJ9lp, spotify:artist:6hD51uyW40XNAYtUbQYytV","Jyotica Tangri, Amjad Nadeem","spotify:album:5kl6I87gjTLpSqB2MegojD","Ek Onkar - Zee Music Devotional","spotify:artist:5wQDQFm7Ku8WWGi5xqJ9lp, spotify:artist:6hD51uyW40XNAYtUbQYytV","Jyotica Tangri, Amjad Nadeem","2019-03-10","https://i.scdn.co/image/ab67616d0000b273d256803a570b6631bf6e48f2","1","1","115000","https://p.scdn.co/mp3-preview/c00c3066b65462cd90df61366f40fc2ae6d46da3?cid=9950ac751e34487dbbe027c4fd7f8e99","false","22","spotify:user:31x7qx7oop27jv7dwdojtshrcfqu","2021-12-16T16:27:28Z","desi pop,modern bollywood","0.268","0.181","2","-8.199","1","0.0315","0.944","0.0000167","0.126","0.136","171.956","4","","Zee Music Company","C 2019 Zee Music Company, P 2019 Zee Music Company"
"spotify:track:4ULa9dPWt96IdNGQ5Vu7Wi","Ik Ardas Wahe Guru","spotify:artist:2i36FHX25QK8SMore8TPtT","White Sun","spotify:album:1gfIseyDWkIu59STWbB50X","White Sun II","spotify:artist:2i36FHX25QK8SMore8TPtT","White Sun","2016-08-26","https://i.scdn.co/image/ab67616d0000b2737270c7a9b8cbc5ab7900d7f0","1","11","439742","","false","0","spotify:user:31x7qx7oop27jv7dwdojtshrcfqu","2021-12-16T16:27:28Z","world devotional","0.304","0.19","7","-14.321","0","0.0324","0.94","0.00119","0.0977","0.0746","136.465","4","","Be Why","C 2016 White Sun, LLC, P 2016 White Sun, LLC"
"spotify:track:4oisLryY9qXZxpHgslBTDz","Ardas","spotify:artist:6yggfq26wjrOYh9JTaNN1L","Nirvair Khalsa Jatha UK","spotify:album:00j7gsLVacnVAY1TusYqJx","Nitnem","spotify:artist:6yggfq26wjrOYh9JTaNN1L","Nirvair Khalsa Jatha UK","2018-07-10","https://i.scdn.co/image/ab67616d0000b2736bb66ec51d07dd4dcd09dd9f","1","8","323910","https://p.scdn.co/mp3-preview/91ce0ae1814773df4ebfb6ce267bf4d123ab40f2?cid=9950ac751e34487dbbe027c4fd7f8e99","false","29","spotify:user:31x7qx7oop27jv7dwdojtshrcfqu","2021-12-16T16:27:28Z","shabad","0.528","0.222","3","-13.66","1","0.0908","0.867","0","0.111","0.41","68.611","4","","Nirvair Khalsa Jatha UK","C 2018 Nirvair Khalsa Jatha UK, P 2018 Nirvair Khalsa Jatha UK"
"spotify:track:70g4BF9w8UmWbtFpElOe1z","Saai Saai","spotify:artist:5aL0URFqLCRbrB3cewGLgF, spotify:artist:4ItzUQL1OI4JNDGNdKHR1K","Gurmeet Singh, Navraj Hans","spotify:album:2SGiDe8PcjKuxgSM7wi7iZ","Sufism - Collection of Soulful Sufi Songs","spotify:artist:0LyfQWJT6nXafLPZqxe9Of","Various Artists","2015-05-21","https://i.scdn.co/image/ab67616d0000b2732e4482be3b28f93944e244af","1","3","263986","https://p.scdn.co/mp3-preview/b955e3531ec50b134dc7642532243010579063d0?cid=9950ac751e34487dbbe027c4fd7f8e99","false","2","spotify:user:31x7qx7oop27jv7dwdojtshrcfqu","2021-12-16T16:27:28Z","punjabi pop,modern bollywood","0.474","0.95","1","-2.974","0","0.0758","0.188","0","0.17","0.529","89.669","4","","Sony Music Entertainment","P (P) 2015 Sony Music Entertainment India Pvt. Ltd."
"spotify:track:6X7X2hy05jVhC7bgaMrqJn","Waheguru Waheguru","spotify:artist:7J6nJY0VyYFGUi4eABXeM2","Bhai Joginder Singh Ji Riar","spotify:album:1hmVaxYTeUDvpLbTfj1ufC","Tera Ditta Khavana","spotify:artist:7J6nJY0VyYFGUi4eABXeM2","Bhai Joginder Singh Ji Riar","2009","https://i.scdn.co/image/ab67616d0000b2732628045008728563c1ba0f97","1","6","111072","https://p.scdn.co/mp3-preview/af0c6c39437288b16cb9feabea46fd85c9a39307?cid=9950ac751e34487dbbe027c4fd7f8e99","false","22","spotify:user:31x7qx7oop27jv7dwdojtshrcfqu","2021-12-16T16:27:28Z","shabad","0.52","0.667","4","-7.221","0","0.0328","0.386","0","0.148","0.857","141.095","4","","SSG","C 2009 SSG, P 2009 SSG"
"spotify:track:0hyTXskCtEqcc0J58THJKK","Chaupai Sahib","spotify:artist:3xU8YsNNkmWSPewlB18NUz, spotify:artist:7apTJ2UKJkBZNKwCiPkfLJ","Harshdeep Kaur, Gulraj Singh","spotify:album:6DNkIXno1uIOHGihGf0U8e","Chaupai Sahib (Original)","spotify:artist:3xU8YsNNkmWSPewlB18NUz, spotify:artist:7apTJ2UKJkBZNKwCiPkfLJ","Harshdeep Kaur, Gulraj Singh","2020-06-12","https://i.scdn.co/image/ab67616d0000b2739efea3a95e24e7c151521131","1","1","655384","","false","0","spotify:user:31x7qx7oop27jv7dwdojtshrcfqu","2021-12-16T16:27:28Z","desi pop,filmi,modern bollywood,sufi","0.569","0.412","11","-10.124","0","0.0348","0.834","0","0.0808","0.203","130.008","4","","Harshdeep Kaur","C Harshdeep Kaur, P Harshdeep Kaur"
"spotify:track:5K2glC1CBnvP7STNIZ5DX7","Koi Bole Ram Ram","spotify:artist:6lRLkeBRMhaBXNz4Wbt1FR, spotify:artist:41bD1lHtJul2OxbyJmYgMd","Bhai Satwinder Singh Ji, Bhai Harvinder Singh Ji","spotify:album:47Cvbv42U2la5BHIWJXXbZ","Koi Bolei Ram Ram Vol-7","spotify:artist:6lRLkeBRMhaBXNz4Wbt1FR, spotify:artist:41bD1lHtJul2OxbyJmYgMd","Bhai Satwinder Singh Ji, Bhai Harvinder Singh Ji","2006-11-07","https://i.scdn.co/image/ab67616d0000b2734cf5c2cc6a77c49d74c2fa0d","1","1","739150","https://p.scdn.co/mp3-preview/bdb3746f540de72a612171938949f15dea6f1085?cid=9950ac751e34487dbbe027c4fd7f8e99","false","39","spotify:user:31x7qx7oop27jv7dwdojtshrcfqu","2021-12-16T16:27:28Z","shabad","0.502","0.755","9","-8.048","0","0.0489","0.359","0.0000711","0.101","0.898","117.705","4","","T-Series","C 2006 Super Cassettes Industries Private Limited, P 2006 Super Cassettes Industries Private Limited"
"spotify:track:1avgSVa6ldQFVeYmpYldVI","Mool Mantar","spotify:artist:5IfJHO9jIE1GVuC517P3nr","Jaz Dhami","spotify:album:5k7KAvInDCKFCgUxHUZYkR","Mool Mantar","spotify:artist:5IfJHO9jIE1GVuC517P3nr","Jaz Dhami","2020-05-15","https://i.scdn.co/image/ab67616d0000b273ce536000d001897c7379dd7c","1","1","645000","https://p.scdn.co/mp3-preview/87ce1b639528a363fa37273299de899e09c6cc20?cid=9950ac751e34487dbbe027c4fd7f8e99","false","29","spotify:user:31x7qx7oop27jv7dwdojtshrcfqu","2021-12-16T16:27:28Z","bhangra,desi pop,punjabi hip hop,punjabi pop","0.264","0.399","1","-6.384","1","0.0322","0.726","0","0.0952","0.17","141.91","5","","Oneness Entertainment","C 2020 Oneness Entertainment Ltd, P 2020 Oneness Entertainment Ltd"
"spotify:track:6sHq9Bj0LxKceNHeGOvKtN","Simar Manaa Ram Naam Chitare","spotify:artist:1z2hIuK4QmbYIhDNru2J9R","Bhai Harjinder Singh","spotify:album:1ylwAA1Yx5NEFNBqGeN3HB","Simar Manaa Vol-14","spotify:artist:1z2hIuK4QmbYIhDNru2J9R","Bhai Harjinder Singh","1997-12-12","https://i.scdn.co/image/ab67616d0000b273a2037e8d7d537dbdd425c2f7","1","1","560160","https://p.scdn.co/mp3-preview/e3cf0554b43ea1df31087dc79d4446f5c45bdb9e?cid=9950ac751e34487dbbe027c4fd7f8e99","false","12","spotify:user:31x7qx7oop27jv7dwdojtshrcfqu","2021-12-16T16:27:38Z","shabad","0.427","0.387","3","-10.737","0","0.0453","0.925","0.249","0.109","0.668","141.074","4","","T-Series","C 1997 Super Cassettes Industries Private Limited, P 1997 Super Cassettes Industries Private Limited"
"spotify:track:1sfLEsPcgG6Aey8utakZ0P","Charan Kamal Tere Dhoye Dhoye Pivaa","spotify:artist:1z2hIuK4QmbYIhDNru2J9R","Bhai Harjinder Singh","spotify:album:6ezLAXzxvP38sj4EXZPNfE","Charan Kamal Tere Dhoye Dhoye Pivaa","spotify:artist:1z2hIuK4QmbYIhDNru2J9R","Bhai Harjinder Singh","2001-04-28","https://i.scdn.co/image/ab67616d0000b2734918e1cc1cf6fdbaab6805db","1","1","623369","https://p.scdn.co/mp3-preview/d87f2b92b7b945a14010bc77fdfe3dd6623fa304?cid=9950ac751e34487dbbe027c4fd7f8e99","false","26","spotify:user:31x7qx7oop27jv7dwdojtshrcfqu","2021-12-16T16:27:38Z","shabad","0.49","0.625","4","-8.185","1","0.0363","0.709","0.0106","0.0451","0.738","145.906","4","","T-Series","C 2001 Super Cassettes Industries Private Limited, P 2001 Super Cassettes Industries Private Limited"
"spotify:track:3ANsV0qtsVDHD9ZIUjdq1Y","Satnam Sri Waheguru Ehee Naam Hai Adhara","spotify:artist:2ijWbN5KykTYiBoVmhzCTU","Jagjit Singh","spotify:album:38JUTR2zWXqmCeKHH7ykaQ","Satnam Sri Waheguru Ehee Naam Hai Adhara","spotify:artist:2ijWbN5KykTYiBoVmhzCTU","Jagjit Singh","1998-06-24","https://i.scdn.co/image/ab67616d0000b273cc05c597cd649e4d14da530b","1","1","1757727","https://p.scdn.co/mp3-preview/33a1e3d655f1e39779f449aa6083e934a4d56c13?cid=9950ac751e34487dbbe027c4fd7f8e99","false","38","spotify:user:31x7qx7oop27jv7dwdojtshrcfqu","2021-12-16T16:27:38Z","classic bollywood,desi pop,filmi,ghazal,sufi","0.843","0.534","2","-12.089","1","0.0294","0.526","0.00000174","0.138","0.956","103.035","4","","T-Series","C 1998 Super Cassettes Industries Private Limited, P 1998 Super Cassettes Industries Private Limited"
"spotify:track:4UGmF5h4cMJr3rOA8zzbjg","Shabad Gurbani","spotify:artist:19MVxKZZdPj2X0F8pi0OCT","Sukhwinder Singh","spotify:album:5EKF5pRnEkkulX2TVi3WnZ","Halla Bol","spotify:artist:19MVxKZZdPj2X0F8pi0OCT, spotify:artist:1cwO1hlkUVafW5DvMxYphQ","Sukhwinder Singh, Vanraj Bhatia","2007-11-27","https://i.scdn.co/image/ab67616d0000b27374d0bff1facda44657363778","1","2","332133","https://p.scdn.co/mp3-preview/8c4046120a614fb1e592c97846525748aa6481e0?cid=9950ac751e34487dbbe027c4fd7f8e99","false","30","spotify:user:31x7qx7oop27jv7dwdojtshrcfqu","2021-12-16T16:27:38Z","classic bollywood,desi pop,filmi,modern bollywood","0.451","0.523","1","-9.694","1","0.0348","0.361","0","0.24","0.442","129.556","4","","T-Series","C 2007 Super Cassettes Industries Private Limited, P 2007 Super Cassettes Industries Private Limited"
"spotify:track:5IqqKfLOOhVeagRil1gsPs","Baba Nanak Dukhia De Nath Re - Kohram / Soundtrack Version","spotify:artist:6a1ucEpP5RtdWBpIbnvOKW","Kishanpal Singh","spotify:album:631ezzfK5tjGkgLJ5i6Lwb","Kohram","spotify:artist:0LyfQWJT6nXafLPZqxe9Of","Various Artists","1999-01-01","https://i.scdn.co/image/ab67616d0000b2730e514fa3d31975438221eb77","1","3","446826","","false","0","spotify:user:31x7qx7oop27jv7dwdojtshrcfqu","2021-12-16T16:27:38Z","","0.393","0.623","4","-10.599","1","0.0466","0.572","0","0.374","0.571","77.628","4","","Universal Music India Pvt Ltd.","C © 1999 Universal Music India Pvt. Ltd., P ℗ 1999 Universal Music India Pvt. Ltd."
"spotify:track:0E8aLsrjVBb2zmbxUbPjQT","Babiha Amrit Wele Boleya","spotify:artist:50syQHChFy2qMUdBUo8N8c","Bhai Nirmal Singh","spotify:album:0Y4RUvjvH4kqWH1kEP4niN","Khair Deeje Bandgi","spotify:artist:7jiVx9byhVWL20xWlLml6b","C Ahuja","2003-08-01","https://i.scdn.co/image/ab67616d0000b273999df0fc7b7f7de306f0933d","1","2","484702","https://p.scdn.co/mp3-preview/96ddaa0ab07da0713b05ac9d38699c441fcaa54e?cid=9950ac751e34487dbbe027c4fd7f8e99","false","9","spotify:user:31x7qx7oop27jv7dwdojtshrcfqu","2021-12-16T16:27:38Z","shabad","0.386","0.388","3","-12.008","1","0.0375","0.951","0.146","0.154","0.466","141.633","4","","Saga Music","C 2003 Saga Music, P 2003 Saga Music"
"spotify:track:1XJEQrQDKXzgDoxlPKTwdU","Mere Ram Rai","spotify:artist:3vP3Dryd9sSoEx8PPgU7xB, spotify:artist:53YNmAPRKXNTux1Uvc66rh","Bhai Harjinder Singh Srinagar Wale, Bhai Maninder Singh Sri Nagar Wale","spotify:album:3gaU6fuGWfElgSzNMzGpvd","Mere Ram Rai","spotify:artist:3vP3Dryd9sSoEx8PPgU7xB, spotify:artist:53YNmAPRKXNTux1Uvc66rh","Bhai Harjinder Singh Srinagar Wale, Bhai Maninder Singh Sri Nagar Wale","1998-01-05","https://i.scdn.co/image/ab67616d0000b273f755b12a492bd68388c68379","1","1","743500","https://p.scdn.co/mp3-preview/e08f9fc81f2f9a4ddf840b13fbaa8b48872c8e00?cid=9950ac751e34487dbbe027c4fd7f8e99","false","37","spotify:user:31x7qx7oop27jv7dwdojtshrcfqu","2021-12-16T16:27:38Z","shabad,shabad","0.405","0.705","1","-8.492","1","0.0374","0.645","0.00293","0.192","0.775","95.878","4","","T-Series","C 1998 Super Cassettes Industries Private Limited, P 1998 Super Cassettes Industries Private Limited"
"spotify:track:2jH2bbuskUip9CpxJKPgvN","Mado Hum Aisa Tum Aisa","spotify:artist:2ijWbN5KykTYiBoVmhzCTU","Jagjit Singh","spotify:album:4PvciBdRwtb6qh5jHr3KYb","Madho Hum Aise Tu Aisa","spotify:artist:2ijWbN5KykTYiBoVmhzCTU, spotify:artist:1U5zgr455OGyIkLNXvDdrf","Jagjit Singh, Traditional","2000-12-31","https://i.scdn.co/image/ab67616d0000b27398d331238b4bc5a667a401bb","1","1","738440","https://p.scdn.co/mp3-preview/463f82544d0d2a6055b4230eb6bd5fae3a61c136?cid=9950ac751e34487dbbe027c4fd7f8e99","false","4","spotify:user:31x7qx7oop27jv7dwdojtshrcfqu","2021-12-16T16:27:38Z","classic bollywood,desi pop,filmi,ghazal,sufi","0.54","0.446","4","-13.58","1","0.0567","0.582","0.0000354","0.0751","0.765","80.102","4","","Saregama","C 2000 Saregama India Ltd, P 2000 Saregama India Ltd"
"spotify:track:7zFrrDpZviw0wK5Vnx6HE5","Kar Bande Tu Bandgi","spotify:artist:7DmpaK7yJILl0bmkZ5uUOM","Bhai Nirmal Singh Khalsa (Hazoor Ragi Darbar Sahib Amritsar)","spotify:album:7LQnnZKJirc1X2bRB9v6q7","Kar Bande Tu Bandgi","spotify:artist:7DmpaK7yJILl0bmkZ5uUOM","Bhai Nirmal Singh Khalsa (Hazoor Ragi Darbar Sahib Amritsar)","1998-11-17","https://i.scdn.co/image/ab67616d0000b273500655a1e0c6bb85f7828a86","1","1","803212","https://p.scdn.co/mp3-preview/3b3da9d49d593e3db90fa97355ccb01ae1d81fe9?cid=9950ac751e34487dbbe027c4fd7f8e99","false","13","spotify:user:31x7qx7oop27jv7dwdojtshrcfqu","2021-12-16T16:27:38Z","","0.579","0.391","3","-12.207","0","0.0531","0.916","0.123","0.0804","0.718","76.328","4","","T-Series","C 1998 Super Cassettes Industries Private Limited, P 1998 Super Cassettes Industries Private Limited"
"spotify:track:74XaGiHSXmVuM9dbOlyvFJ","Ik Sajjan Chale","spotify:artist:5YVlQr69RMUZlM77F9qEvr","Bhai Amarjeet Singh Ji(Patiala Wale)","spotify:album:1gUyeS7vv4MDzuGjMvzJ7Y","Ik Sajjan Chale","spotify:artist:5YVlQr69RMUZlM77F9qEvr","Bhai Amarjeet Singh Ji(Patiala Wale)","2019-12-22","https://i.scdn.co/image/ab67616d0000b27301e273490b8b035b4834619a","1","1","378961","https://p.scdn.co/mp3-preview/29e20f88733d3122da9c43ffa539342539b235e7?cid=9950ac751e34487dbbe027c4fd7f8e99","false","10","spotify:user:31x7qx7oop27jv7dwdojtshrcfqu","2021-12-16T16:27:38Z","","0.584","0.578","4","-5.57","1","0.049","0.503","0.0459","0.14","0.532","102.284","4","","PTC Records","C 2019 PTC Records, P 2019 PTC Records"
"spotify:track:1pktSycAouvDDvDzNEi3FK","Seva Kare So Chakar Hoye","spotify:artist:30WXRMMdhKbf8n1ITxTok7","Bhai Amarjit Singh Ji","spotify:album:2j8HKYXgBshXnCfA4rscGK","Gurbani","spotify:artist:3oQG8cZp9yYUsEtyODatIT","Bhai Balbir Singh Ji","2014-08-26","https://i.scdn.co/image/ab67616d0000b27325887c83adbe3118e386272c","1","19","766328","https://p.scdn.co/mp3-preview/011cb54028b0e2ce382b4f0bbeacedca0b21281e?cid=9950ac751e34487dbbe027c4fd7f8e99","false","1","spotify:user:31x7qx7oop27jv7dwdojtshrcfqu","2021-12-16T16:27:38Z","","0.49","0.461","5","-16.223","0","0.0528","0.827","0.0149","0.102","0.66","107.843","4","","Times Music","C © 2017 Duck U Records, P ℗ 2017 Duck U Records"
"spotify:track:3WGD3q4vVyVyA0SGFC0OL9","Nanak Tinna Basant Hai - Raag Basant Mahalla - 2","spotify:artist:7d3tNlnqDZZRJRU4qNwkKb, spotify:artist:53zJSMHdbhG7h0PpnpLQF5","Shiromani Raagi Bhai Balbir Singh Ji-Hazoori Raagi Sri Darbar Sahib, Amritsar)","spotify:album:1r2CRzbqB1UbWwdszzz5BI","Mere Laalan Ki Sobha","spotify:artist:7d3tNlnqDZZRJRU4qNwkKb, spotify:artist:53zJSMHdbhG7h0PpnpLQF5","Shiromani Raagi Bhai Balbir Singh Ji-Hazoori Raagi Sri Darbar Sahib, Amritsar)","2008-02-02","https://i.scdn.co/image/ab67616d0000b27377bd43b94835bca50ef3a317","1","1","439582","https://p.scdn.co/mp3-preview/23515618471489ef6366922cffbe52ba1f8ecebc?cid=9950ac751e34487dbbe027c4fd7f8e99","false","4","spotify:user:31x7qx7oop27jv7dwdojtshrcfqu","2021-12-16T16:27:38Z","","0.485","0.662","1","-5.997","1","0.0486","0.825","0.0226","0.348","0.508","109.774","4","","T-Series","C 2008 Super Cassettes Industries Private Limited, P 2008 Super Cassettes Industries Private Limited"
"spotify:track:4NuijxZLTArRGMXB79lqnI","Aukhighadi Na Dekhan Deyi","spotify:artist:3VYpHchDxi20B38qqdlu0a","Bhai Ravinder Singh","spotify:album:2CC9Zs4yDAQHgkKkHXflok","Okhi Ghadi Na Dekhen Deyi Vol-32","spotify:artist:3VYpHchDxi20B38qqdlu0a","Bhai Ravinder Singh","2004-02-02","https://i.scdn.co/image/ab67616d0000b273dfc85c96eb82eca311832179","1","1","426082","https://p.scdn.co/mp3-preview/b318db6d4db156c33f5538078138162a909bdea3?cid=9950ac751e34487dbbe027c4fd7f8e99","false","38","spotify:user:31x7qx7oop27jv7dwdojtshrcfqu","2021-12-16T16:27:38Z","shabad","0.331","0.518","10","-7.394","0","0.0347","0.356","0.00000331","0.296","0.512","99.219","4","","T-Series","C 2004 Super Cassettes Industries Private Limited, P 2004 Super Cassettes Industries Private Limited"
